fiscal_year,base_value,cost_growth_ratio,schedule_slip_days,planned_duration_days,number_of_offers,n_transactions,military_branch,naics_code,psc_code,contract_type,extent_competed,place_state
2015,175659.29,-1.0,88.0,79.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,4222.26,-3.2178880504753375,977.0,48.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,1369.07,0.0,0.0,26.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,16381.89,-0.4137623924956155,1219.0,154.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,14107.68,0.0,0.0,58.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,8423.28,0.0,0.0,41.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,58927.79,-1.0,186.0,66.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,59452.0,-1.0,186.0,66.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,16648.42,-1.0,214.0,34.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,4286.54,0.0,0.0,44.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,8147.56,0.0,0.0,44.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,104377.34,-1.1159540950171751,24.0,70.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,39820.23,-0.9725255228309831,12.0,78.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,20671.21,-1.0,123.0,30.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,92301.43,0.0,0.0,51.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,30769.23,-0.7207294430182362,84.0,53.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,41937.03,0.006959481870795347,59.0,84.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,23935.6,0.0,0.0,63.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,10579.54,0.0,0.0,27.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,79161.49,0.0,0.0,44.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,11693.62,-0.6964190729645738,1047.0,353.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,32027.75,-0.6557650787207968,1380.0,12.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,99276.72,-1.0075022623632208,901.0,124.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,4046.83,0.0,0.0,48.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,10180.16,0.0,0.0,38.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,14639.64,-0.7679785841728349,1338.0,98.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,31046.3,-0.7071692923150262,1418.0,44.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,50119.5,-0.7448715569788206,1334.0,138.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,144594.53,-0.7289064807638297,1271.0,178.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,32635.66,-1.0796980971121775,1978.0,71.0,3.0,5,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,87053.04,-1.0,1532.0,92.0,3.0,4,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,48568.22,-0.39707508325402907,1353.0,92.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,65298.29,-1.0,2071.0,94.0,3.0,6,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,4304410.03,-1.0003673906502817,776.0,256.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,24410.02,-1.0,1732.0,71.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,109213.32,-0.9627926337190372,1331.0,132.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,147701.78,-1.0,1816.0,140.0,3.0,4,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,694730.78,-0.9885153066055314,1226.0,274.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,208161.38,-1.0,2122.0,135.0,3.0,7,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,57394.36,-0.9023935452891191,1598.0,45.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,33111.24,-1.0,1723.0,35.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,166754.2,-0.8516929108832041,1358.0,115.0,3.0,6,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,22682.73,-0.3904600548523039,1405.0,45.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,1606517.86,-0.9933173042968846,1086.0,365.0,3.0,8,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,611934.78,-1.0196099329408927,1340.0,204.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,39262.44,-1.0,1915.0,69.0,3.0,4,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,146410.48,-1.0,1672.0,68.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,47906.96,-0.3504213166521107,1402.0,48.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,374844.86,-0.9505291869281601,1332.0,142.0,3.0,4,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,16846.84,1.1411588167276476,1339.0,95.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,23001.56,-0.5554501520766417,1396.0,33.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,15482.8,-1.0,1658.0,60.0,3.0,5,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,311344.01,-1.0064752490340187,1347.0,151.0,3.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,45437.5,-0.380748280605227,1289.0,159.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,13410.18,-0.3815944304998143,1417.0,41.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,3734.01,-51.9249841323403,1141.0,35.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,228054.05,-0.9392284416786283,1333.0,150.0,3.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,144286.03,-0.8506257327892381,1270.0,122.0,3.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,39456.85,0.0,0.0,43.0,3.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,11010.51,4.087591764595827,1303.0,86.0,3.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,591236.2,-0.9052778737161222,1163.0,248.0,3.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,10746.75,0.5231228045688232,1358.0,57.0,3.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,37852.76,-1.0,1476.0,99.0,3.0,6,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,151031.99,-0.9942594942965395,1805.0,124.0,3.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,17749.33,-1.0,1559.0,55.0,3.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,6652.17,0.8415043512117099,2171.0,41.0,9.0,11,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,718802.81,-1.0078646047585706,896.0,280.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,256527.51,-1.0,1950.0,101.0,3.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,46176.34,-0.786369383108319,1267.0,70.0,3.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,10474.03,-1.0,1777.0,67.0,3.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,45972.94,-1.0,242.0,53.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,183832.64,-1.0,207.0,87.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,43827.45,-0.608414133151712,74.0,51.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,7220.28,0.0,0.0,72.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,5839.09,0.0,0.0,31.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,48246.87,-1.0,419.0,119.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,70099.79,-1.0,241.0,58.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,10681.93,-3.3423903732752414,1741.0,45.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,5345.44,0.0,0.0,40.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,110165.69,-1.74874936107603,526.0,120.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,9417.79,-1.0,256.0,31.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,58792.28,-1.0,314.0,65.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,163852.62,-1.5874879510623632,506.0,140.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,35180.05,0.0,0.0,99.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,198661.17,-1.0,632.0,96.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,212440.47,-1.0,290.0,144.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,93430.09,-0.8767354285969328,45.0,125.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,26013.19,-5.378018612865242,1205.0,63.0,9.0,6,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2015,3491472.32,-0.9983859244801345,0.0,993.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2016,99625.14,-1.0,205.0,50.0,9.0,2,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2016,36862.3,0.0,0.0,71.0,9.0,1,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,20040.92,-3.2192788554617255,1254.0,14.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,14464.34,-6.7575990332085665,1218.0,50.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,7987.09,-3.891537468589937,1227.0,36.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,21943.28,-1.0165134838547383,1207.0,56.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,25904.19,-1.1273288220940318,1352.0,58.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,37569.2,-1.0022827209522696,1434.0,54.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,95135.69,-1.019864259143966,1580.0,77.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,495201.66,-1.0047901697260062,684.0,202.0,9.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,58396.88,-1.0574196772156321,1358.0,66.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,29491.89,-1.3290046856949487,1377.0,82.0,9.0,6,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,12811.21,-1.3291468955703638,1362.0,56.0,9.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,253990.51,-1.115138790028021,1336.0,131.0,9.0,6,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,5546.47,-1.0032489132727664,1416.0,40.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,1000.0,-2.13205,1748.0,10.0,5.0,5,AMC,238320.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,KS
2012,80739.73,-1.085263104050509,1908.0,77.0,9.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,120480.85,-1.0325454211187919,1368.0,67.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,18993.09,-1.0213698771500583,820.0,66.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,5489.58,-1.8716513831659252,1343.0,71.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,106103.32,-1.0595173647723748,1291.0,123.0,9.0,8,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,131846.19,-1.4520245901682862,1266.0,132.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,214352.01,-1.022350711803449,1300.0,101.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,186096.82,-1.0053010040687422,1308.0,93.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,6624.35,-3.271927056994271,1692.0,23.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,61755.38,-1.0365077504178584,1295.0,104.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,34911.5,-2.6611721066124345,1559.0,64.0,9.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,54586.12,-2.762853633854174,1644.0,93.0,9.0,7,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,158216.13,-1.0249880969784813,1311.0,123.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,91735.45,-1.0402142247081145,1615.0,91.0,9.0,9,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,3818128.79,-1.0,-194.0,904.0,7.0,4,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,22219.03,-1.0,7.0,31.0,7.0,3,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,22219.03,-1.0,10.0,30.0,7.0,3,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,114917.93,-1.0,26.0,77.0,7.0,3,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,22973.19,-1.0,0.0,53.0,7.0,2,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,119328.59,-1.0,0.0,141.0,7.0,2,AMC,236220.0,Y199,FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,10324.92,-1.8255231033267083,1380.0,47.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,116427.89,-1.0,0.0,125.0,7.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2009,513105.52,-1.0,6.0,166.0,7.0,3,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,27307.49,-2.6480020682970133,1382.0,57.0,9.0,4,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,28283.55,-2.940933157259255,1626.0,104.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,4927.79,0.0,0.0,1.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,53510.8,-1.0710090299528319,1633.0,97.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,19902.17,-1.0,78.0,54.0,7.0,2,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,67891.24,0.0,0.0,66.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,5467.62,-1.8865905092160757,1402.0,45.0,9.0,3,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,12853.74,0.0,0.0,44.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,63990.29,0.0,0.0,73.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,72596.46,0.0,0.0,93.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,30517.92,0.0,0.0,95.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,23933.57,0.0,0.0,93.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,312758.9,0.0,0.0,165.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,112508.75,0.0,0.0,100.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,26003.24,0.0,0.0,80.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2011,196164.69,0.0,0.0,135.0,7.0,1,AMC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,87203.13,-1.0000480487340306,1318.0,125.0,9.0,8,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2012,196361.58,-1.9777081137766361,1711.0,91.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
2013,183497.15,-0.9102442190519036,620.0,87.0,9.0,5,AMC,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,KS
